k_carriers,window_ms,window_sec,phase_levels,phase_bits,snr_power,snr_db,snr_mode,freq_min_hz,freq_max_hz,freq_spacing_hz,cycles_at_20hz,cycles_at_40hz,fourier_resolution_hz,n_trials,fs_hz,per_carrier_accuracy,codeword_accuracy,target_accuracy
67,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.30303030303030304,1.0,2.0,20.0,100,1000.0,0.31223880597014925,0.0,0.9
68,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.29850746268656714,1.0,2.0,20.0,100,1000.0,0.3035294117647059,0.0,0.9
69,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.29411764705882354,1.0,2.0,20.0,100,1000.0,0.3218840579710145,0.0,0.9
70,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2898550724637681,1.0,2.0,20.0,100,1000.0,0.30842857142857144,0.0,0.9
71,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2857142857142857,1.0,2.0,20.0,100,1000.0,0.31338028169014087,0.0,0.9
72,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.28169014084507044,1.0,2.0,20.0,100,1000.0,0.31527777777777777,0.0,0.9
73,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2777777777777778,1.0,2.0,20.0,100,1000.0,0.3180821917808219,0.0,0.9
74,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.273972602739726,1.0,2.0,20.0,100,1000.0,0.31148648648648647,0.0,0.9
75,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2702702702702703,1.0,2.0,20.0,100,1000.0,0.3168,0.0,0.9
76,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.26666666666666666,1.0,2.0,20.0,100,1000.0,0.305,0.0,0.9
77,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2631578947368421,1.0,2.0,20.0,100,1000.0,0.31285714285714283,0.0,0.9
78,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2597402597402597,1.0,2.0,20.0,100,1000.0,0.3007692307692308,0.0,0.9
79,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2564102564102564,1.0,2.0,20.0,100,1000.0,0.31050632911392406,0.0,0.9
80,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.25316455696202533,1.0,2.0,20.0,100,1000.0,0.312125,0.0,0.9
1,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,,1.0,2.0,20.0,100,1000.0,0.86,0.86,0.9
2,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,20.0,1.0,2.0,20.0,100,1000.0,0.76,0.55,0.9
3,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,10.0,1.0,2.0,20.0,100,1000.0,0.51,0.19,0.9
4,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,6.666666666666667,1.0,2.0,20.0,100,1000.0,0.315,0.01,0.9
5,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,5.0,1.0,2.0,20.0,100,1000.0,0.27,0.0,0.9
6,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,4.0,1.0,2.0,20.0,100,1000.0,0.30333333333333334,0.0,0.9
7,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,3.3333333333333335,1.0,2.0,20.0,100,1000.0,0.2885714285714286,0.0,0.9
8,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.857142857142857,1.0,2.0,20.0,100,1000.0,0.23375,0.0,0.9
9,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.5,1.0,2.0,20.0,100,1000.0,0.2477777777777778,0.0,0.9
10,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.2222222222222223,1.0,2.0,20.0,100,1000.0,0.244,0.0,0.9
11,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.0,1.0,2.0,20.0,100,1000.0,0.2409090909090909,0.0,0.9
12,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.8181818181818181,1.0,2.0,20.0,100,1000.0,0.235,0.0,0.9
13,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.6666666666666667,1.0,2.0,20.0,100,1000.0,0.20923076923076922,0.0,0.9
14,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.5384615384615385,1.0,2.0,20.0,100,1000.0,0.22285714285714286,0.0,0.9
15,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.4285714285714286,1.0,2.0,20.0,100,1000.0,0.20333333333333334,0.0,0.9
16,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.3333333333333333,1.0,2.0,20.0,100,1000.0,0.205625,0.0,0.9
17,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.25,1.0,2.0,20.0,100,1000.0,0.21352941176470588,0.0,0.9
18,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.1764705882352942,1.0,2.0,20.0,100,1000.0,0.205,0.0,0.9
19,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.1111111111111112,1.0,2.0,20.0,100,1000.0,0.21263157894736842,0.0,0.9
20,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.0526315789473684,1.0,2.0,20.0,100,1000.0,0.192,0.0,0.9
21,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.0,1.0,2.0,20.0,100,1000.0,0.19095238095238096,0.0,0.9
22,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.9523809523809523,1.0,2.0,20.0,100,1000.0,0.18227272727272728,0.0,0.9
23,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.9090909090909091,1.0,2.0,20.0,100,1000.0,0.1808695652173913,0.0,0.9
24,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.8695652173913043,1.0,2.0,20.0,100,1000.0,0.17666666666666667,0.0,0.9
25,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.8333333333333334,1.0,2.0,20.0,100,1000.0,0.1892,0.0,0.9
26,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.8,1.0,2.0,20.0,100,1000.0,0.18653846153846154,0.0,0.9
27,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.7692307692307693,1.0,2.0,20.0,100,1000.0,0.19666666666666666,0.0,0.9
28,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.7407407407407407,1.0,2.0,20.0,100,1000.0,0.17357142857142857,0.0,0.9
29,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.7142857142857143,1.0,2.0,20.0,100,1000.0,0.1910344827586207,0.0,0.9
30,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6896551724137931,1.0,2.0,20.0,100,1000.0,0.188,0.0,0.9
31,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6666666666666666,1.0,2.0,20.0,100,1000.0,0.17387096774193547,0.0,0.9
32,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6451612903225806,1.0,2.0,20.0,100,1000.0,0.1778125,0.0,0.9
33,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.625,1.0,2.0,20.0,100,1000.0,0.18242424242424243,0.0,0.9
34,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6060606060606061,1.0,2.0,20.0,100,1000.0,0.17647058823529413,0.0,0.9
35,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5882352941176471,1.0,2.0,20.0,100,1000.0,0.17857142857142858,0.0,0.9
36,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5714285714285714,1.0,2.0,20.0,100,1000.0,0.17777777777777778,0.0,0.9
37,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5555555555555556,1.0,2.0,20.0,100,1000.0,0.17486486486486486,0.0,0.9
38,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5405405405405406,1.0,2.0,20.0,100,1000.0,0.1781578947368421,0.0,0.9
39,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5263157894736842,1.0,2.0,20.0,100,1000.0,0.16384615384615384,0.0,0.9
40,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5128205128205128,1.0,2.0,20.0,100,1000.0,0.17575,0.0,0.9
41,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5,1.0,2.0,20.0,100,1000.0,0.1721951219512195,0.0,0.9
42,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4878048780487805,1.0,2.0,20.0,100,1000.0,0.1676190476190476,0.0,0.9
43,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.47619047619047616,1.0,2.0,20.0,100,1000.0,0.17093023255813952,0.0,0.9
44,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.46511627906976744,1.0,2.0,20.0,100,1000.0,0.1740909090909091,0.0,0.9
45,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.45454545454545453,1.0,2.0,20.0,100,1000.0,0.1668888888888889,0.0,0.9
46,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4444444444444444,1.0,2.0,20.0,100,1000.0,0.16608695652173913,0.0,0.9
47,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.43478260869565216,1.0,2.0,20.0,100,1000.0,0.17212765957446807,0.0,0.9
48,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.425531914893617,1.0,2.0,20.0,100,1000.0,0.17145833333333332,0.0,0.9
49,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4166666666666667,1.0,2.0,20.0,100,1000.0,0.16693877551020408,0.0,0.9
50,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.40816326530612246,1.0,2.0,20.0,100,1000.0,0.17,0.0,0.9
51,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4,1.0,2.0,20.0,100,1000.0,0.1627450980392157,0.0,0.9
52,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.39215686274509803,1.0,2.0,20.0,100,1000.0,0.16884615384615384,0.0,0.9
53,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.38461538461538464,1.0,2.0,20.0,100,1000.0,0.16452830188679246,0.0,0.9
54,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.37735849056603776,1.0,2.0,20.0,100,1000.0,0.16870370370370372,0.0,0.9
55,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.37037037037037035,1.0,2.0,20.0,100,1000.0,0.16018181818181818,0.0,0.9
56,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.36363636363636365,1.0,2.0,20.0,100,1000.0,0.15660714285714286,0.0,0.9
57,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.35714285714285715,1.0,2.0,20.0,100,1000.0,0.1685964912280702,0.0,0.9
58,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3508771929824561,1.0,2.0,20.0,100,1000.0,0.16620689655172413,0.0,0.9
59,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3448275862068966,1.0,2.0,20.0,100,1000.0,0.16338983050847458,0.0,0.9
60,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3389830508474576,1.0,2.0,20.0,100,1000.0,0.16733333333333333,0.0,0.9
61,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3333333333333333,1.0,2.0,20.0,100,1000.0,0.16377049180327868,0.0,0.9
62,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.32786885245901637,1.0,2.0,20.0,100,1000.0,0.15983870967741937,0.0,0.9
63,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3225806451612903,1.0,2.0,20.0,100,1000.0,0.15873015873015872,0.0,0.9
64,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.31746031746031744,1.0,2.0,20.0,100,1000.0,0.155,0.0,0.9
65,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3125,1.0,2.0,20.0,100,1000.0,0.16446153846153846,0.0,0.9
66,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3076923076923077,1.0,2.0,20.0,100,1000.0,0.1640909090909091,0.0,0.9
67,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.30303030303030304,1.0,2.0,20.0,100,1000.0,0.16223880597014925,0.0,0.9
68,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.29850746268656714,1.0,2.0,20.0,100,1000.0,0.1585294117647059,0.0,0.9
69,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.29411764705882354,1.0,2.0,20.0,100,1000.0,0.1589855072463768,0.0,0.9
70,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2898550724637681,1.0,2.0,20.0,100,1000.0,0.16385714285714287,0.0,0.9
71,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2857142857142857,1.0,2.0,20.0,100,1000.0,0.16408450704225352,0.0,0.9
72,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.28169014084507044,1.0,2.0,20.0,100,1000.0,0.16180555555555556,0.0,0.9
73,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2777777777777778,1.0,2.0,20.0,100,1000.0,0.15657534246575341,0.0,0.9
74,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.273972602739726,1.0,2.0,20.0,100,1000.0,0.16337837837837837,0.0,0.9
75,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2702702702702703,1.0,2.0,20.0,100,1000.0,0.1616,0.0,0.9
76,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.26666666666666666,1.0,2.0,20.0,100,1000.0,0.15881578947368422,0.0,0.9
77,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2631578947368421,1.0,2.0,20.0,100,1000.0,0.1644155844155844,0.0,0.9
78,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2597402597402597,1.0,2.0,20.0,100,1000.0,0.15730769230769232,0.0,0.9
79,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2564102564102564,1.0,2.0,20.0,100,1000.0,0.1591139240506329,0.0,0.9
80,50,0.05,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.25316455696202533,1.0,2.0,20.0,100,1000.0,0.160375,0.0,0.9
1,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,,1.0,2.0,20.0,100,1000.0,0.51,0.51,0.9
2,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,20.0,1.0,2.0,20.0,100,1000.0,0.485,0.25,0.9
3,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,10.0,1.0,2.0,20.0,100,1000.0,0.16,0.0,0.9
4,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,6.666666666666667,1.0,2.0,20.0,100,1000.0,0.1625,0.0,0.9
5,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,5.0,1.0,2.0,20.0,100,1000.0,0.14,0.0,0.9
6,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,4.0,1.0,2.0,20.0,100,1000.0,0.15666666666666668,0.0,0.9
7,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,3.3333333333333335,1.0,2.0,20.0,100,1000.0,0.13857142857142857,0.0,0.9
8,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.857142857142857,1.0,2.0,20.0,100,1000.0,0.12875,0.0,0.9
9,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.5,1.0,2.0,20.0,100,1000.0,0.1411111111111111,0.0,0.9
10,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.2222222222222223,1.0,2.0,20.0,100,1000.0,0.135,0.0,0.9
11,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.0,1.0,2.0,20.0,100,1000.0,0.12363636363636364,0.0,0.9
12,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.8181818181818181,1.0,2.0,20.0,100,1000.0,0.11583333333333333,0.0,0.9
13,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.6666666666666667,1.0,2.0,20.0,100,1000.0,0.12538461538461537,0.0,0.9
14,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.5384615384615385,1.0,2.0,20.0,100,1000.0,0.09285714285714286,0.0,0.9
15,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.4285714285714286,1.0,2.0,20.0,100,1000.0,0.10066666666666667,0.0,0.9
16,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.3333333333333333,1.0,2.0,20.0,100,1000.0,0.110625,0.0,0.9
17,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.25,1.0,2.0,20.0,100,1000.0,0.09176470588235294,0.0,0.9
18,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.1764705882352942,1.0,2.0,20.0,100,1000.0,0.09222222222222222,0.0,0.9
19,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.1111111111111112,1.0,2.0,20.0,100,1000.0,0.11736842105263158,0.0,0.9
20,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.0526315789473684,1.0,2.0,20.0,100,1000.0,0.0975,0.0,0.9
21,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.0,1.0,2.0,20.0,100,1000.0,0.09952380952380953,0.0,0.9
22,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.9523809523809523,1.0,2.0,20.0,100,1000.0,0.09318181818181819,0.0,0.9
23,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.9090909090909091,1.0,2.0,20.0,100,1000.0,0.09521739130434782,0.0,0.9
24,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.8695652173913043,1.0,2.0,20.0,100,1000.0,0.09166666666666666,0.0,0.9
25,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.8333333333333334,1.0,2.0,20.0,100,1000.0,0.1012,0.0,0.9
26,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.8,1.0,2.0,20.0,100,1000.0,0.09461538461538462,0.0,0.9
27,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.7692307692307693,1.0,2.0,20.0,100,1000.0,0.09111111111111111,0.0,0.9
28,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.7407407407407407,1.0,2.0,20.0,100,1000.0,0.08571428571428572,0.0,0.9
29,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.7142857142857143,1.0,2.0,20.0,100,1000.0,0.09310344827586207,0.0,0.9
30,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6896551724137931,1.0,2.0,20.0,100,1000.0,0.08233333333333333,0.0,0.9
31,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6666666666666666,1.0,2.0,20.0,100,1000.0,0.09032258064516129,0.0,0.9
32,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6451612903225806,1.0,2.0,20.0,100,1000.0,0.09375,0.0,0.9
33,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.625,1.0,2.0,20.0,100,1000.0,0.08424242424242424,0.0,0.9
34,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6060606060606061,1.0,2.0,20.0,100,1000.0,0.08294117647058824,0.0,0.9
35,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5882352941176471,1.0,2.0,20.0,100,1000.0,0.09342857142857143,0.0,0.9
36,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5714285714285714,1.0,2.0,20.0,100,1000.0,0.08861111111111111,0.0,0.9
37,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5555555555555556,1.0,2.0,20.0,100,1000.0,0.08648648648648649,0.0,0.9
38,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5405405405405406,1.0,2.0,20.0,100,1000.0,0.08657894736842105,0.0,0.9
39,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5263157894736842,1.0,2.0,20.0,100,1000.0,0.08692307692307692,0.0,0.9
40,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5128205128205128,1.0,2.0,20.0,100,1000.0,0.091,0.0,0.9
41,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5,1.0,2.0,20.0,100,1000.0,0.08658536585365853,0.0,0.9
42,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4878048780487805,1.0,2.0,20.0,100,1000.0,0.09738095238095239,0.0,0.9
43,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.47619047619047616,1.0,2.0,20.0,100,1000.0,0.08139534883720931,0.0,0.9
44,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.46511627906976744,1.0,2.0,20.0,100,1000.0,0.08159090909090909,0.0,0.9
45,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.45454545454545453,1.0,2.0,20.0,100,1000.0,0.086,0.0,0.9
46,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4444444444444444,1.0,2.0,20.0,100,1000.0,0.08978260869565217,0.0,0.9
47,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.43478260869565216,1.0,2.0,20.0,100,1000.0,0.08531914893617021,0.0,0.9
48,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.425531914893617,1.0,2.0,20.0,100,1000.0,0.08479166666666667,0.0,0.9
49,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4166666666666667,1.0,2.0,20.0,100,1000.0,0.08775510204081632,0.0,0.9
50,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.40816326530612246,1.0,2.0,20.0,100,1000.0,0.0924,0.0,0.9
51,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4,1.0,2.0,20.0,100,1000.0,0.07862745098039216,0.0,0.9
52,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.39215686274509803,1.0,2.0,20.0,100,1000.0,0.08211538461538462,0.0,0.9
53,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.38461538461538464,1.0,2.0,20.0,100,1000.0,0.08754716981132075,0.0,0.9
54,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.37735849056603776,1.0,2.0,20.0,100,1000.0,0.08444444444444445,0.0,0.9
55,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.37037037037037035,1.0,2.0,20.0,100,1000.0,0.08327272727272728,0.0,0.9
56,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.36363636363636365,1.0,2.0,20.0,100,1000.0,0.08803571428571429,0.0,0.9
57,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.35714285714285715,1.0,2.0,20.0,100,1000.0,0.07736842105263157,0.0,0.9
58,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3508771929824561,1.0,2.0,20.0,100,1000.0,0.08086206896551724,0.0,0.9
59,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3448275862068966,1.0,2.0,20.0,100,1000.0,0.08305084745762711,0.0,0.9
60,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3389830508474576,1.0,2.0,20.0,100,1000.0,0.07716666666666666,0.0,0.9
61,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3333333333333333,1.0,2.0,20.0,100,1000.0,0.07967213114754099,0.0,0.9
62,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.32786885245901637,1.0,2.0,20.0,100,1000.0,0.08354838709677419,0.0,0.9
63,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3225806451612903,1.0,2.0,20.0,100,1000.0,0.08158730158730158,0.0,0.9
64,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.31746031746031744,1.0,2.0,20.0,100,1000.0,0.08171875,0.0,0.9
65,50,0.05,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3125,1.0,2.0,20.0,100,1000.0,0.07969230769230769,0.0,0.9
